date_range_start,county,type,month_count
2020-01,39061,supermarket,51004
2020-01,39063,supermarket,4822
2020-01,39065,supermarket,1534
2020-01,39067,supermarket,550
2020-01,39069,supermarket,1840
2020-01,39071,supermarket,3036
2020-01,39073,supermarket,1519
2020-01,39075,supermarket,1214
2020-01,39077,supermarket,4102
2020-01,39079,supermarket,1624
2020-01,39081,supermarket,4391
2020-01,39083,supermarket,4118
2020-01,39085,supermarket,17159
2020-01,39087,supermarket,4722
2020-01,39089,supermarket,15038
2020-01,39091,supermarket,3097
2020-01,39093,supermarket,21269
2020-01,39095,supermarket,30570
2020-01,39097,supermarket,3016
2020-01,39099,supermarket,13752
2020-01,39101,supermarket,3007
2020-01,39103,supermarket,11480
2020-01,39105,supermarket,1079
2020-01,39107,supermarket,2023
2020-01,39109,supermarket,7736
2020-01,39111,supermarket,510
2020-01,39113,supermarket,36074
2020-01,39115,supermarket,671
2020-01,39117,supermarket,2834
2020-01,39119,supermarket,5612
2020-01,39121,supermarket,581
2020-01,39123,supermarket,3567
2020-01,39125,supermarket,1298
2020-01,39127,supermarket,2038
2020-01,39129,supermarket,4359
2020-01,39131,supermarket,2555
2020-01,39133,supermarket,9568
2020-01,39135,supermarket,2514
2020-01,39137,supermarket,1933
2020-01,39139,supermarket,8750
2020-01,39141,supermarket,5756
2020-01,39143,supermarket,3941
2020-01,39145,supermarket,6434
2020-01,39147,supermarket,4641
2020-01,39149,supermarket,2534
2020-01,39151,supermarket,21516
2020-01,39153,supermarket,31454
2020-01,39155,supermarket,10576
2020-01,39157,supermarket,4776
2020-01,39159,supermarket,5446
2020-01,39161,supermarket,1857
2020-01,39163,supermarket,524
2020-01,39165,supermarket,21886
2020-01,39167,supermarket,3232
2020-01,39169,supermarket,6381
2020-01,39171,supermarket,1697
2020-01,39173,supermarket,9049
2020-01,39175,supermarket,1456
2020-01,40001,supermarket,617
2020-01,40003,supermarket,365
2020-01,40005,supermarket,756
2020-01,40007,supermarket,265
2020-01,40009,supermarket,1301
2020-01,40011,supermarket,581
2020-01,40013,supermarket,1361
2020-01,40015,supermarket,896
2020-01,40017,supermarket,7211
2020-01,40019,supermarket,2607
2020-01,40021,supermarket,1682
2020-01,40023,supermarket,261
2020-01,40025,supermarket,103
2020-01,40027,supermarket,14099
2020-01,40029,supermarket,235
2020-01,40031,supermarket,4006
2020-01,40033,supermarket,181
2020-01,40035,supermarket,300
2020-01,40037,supermarket,2423
2020-01,40039,supermarket,1682
2020-01,40041,supermarket,1710
2020-01,40043,supermarket,387
2020-01,40045,supermarket,125
2020-01,40047,supermarket,2387
2020-01,40049,supermarket,1772
2020-01,40051,supermarket,4162
2020-01,40053,supermarket,319
2020-01,40055,supermarket,343
2020-01,40057,supermarket,146
2020-01,40059,supermarket,74
2020-01,40061,supermarket,327
2020-01,40063,supermarket,663
2020-01,40065,supermarket,784
2020-01,40067,supermarket,329
2020-01,40069,supermarket,563
2020-01,40071,supermarket,1805
2020-01,40073,supermarket,857
2020-01,40075,supermarket,567
2020-01,40077,supermarket,515
2020-01,40079,supermarket,2328
2020-01,40081,supermarket,1279
2020-01,40083,supermarket,1466
2020-01,40085,supermarket,723
2020-01,40087,supermarket,2862
2020-01,40089,supermarket,1420
2020-01,40091,supermarket,389
2020-01,40093,supermarket,681
2020-01,40095,supermarket,261
2020-01,40097,supermarket,1854
2020-01,40099,supermarket,623
2020-01,40101,supermarket,2859
2020-01,40103,supermarket,659
2020-01,40105,supermarket,474
2020-01,40107,supermarket,459
2020-01,40109,supermarket,36001
2020-01,40111,supermarket,1464
2020-01,40113,supermarket,1343
2020-01,40115,supermarket,698
2020-01,40117,supermarket,442
2020-01,40119,supermarket,2759
2020-01,40121,supermarket,1836
2020-01,40123,supermarket,1228
2020-01,40125,supermarket,4875
2020-01,40127,supermarket,291
2020-01,40129,supermarket,171
2020-01,40131,supermarket,4587
2020-01,40133,supermarket,638
2020-01,40135,supermarket,1473
2020-01,40137,supermarket,2454
2020-01,40139,supermarket,499
2020-01,40141,supermarket,490
2020-01,40143,supermarket,23691
2020-01,40145,supermarket,2442
2020-01,40147,supermarket,2347
2020-01,40149,supermarket,830
2020-01,40151,supermarket,546
2020-01,40153,supermarket,1031
2020-01,41001,supermarket,840
2020-01,41003,supermarket,3483
2020-01,41005,supermarket,29148
2020-01,41007,supermarket,2482
2020-01,41009,supermarket,3489
2020-01,41011,supermarket,4688
2020-01,41013,supermarket,1705
2020-01,41015,supermarket,1292
2020-01,41017,supermarket,8568
2020-01,41019,supermarket,5403
2020-01,41021,supermarket,54
2020-01,41023,supermarket,312
2020-01,41025,supermarket,293
2020-01,41027,supermarket,1545
2020-01,41029,supermarket,15662
2020-01,41031,supermarket,1125
2020-01,41033,supermarket,5937
2020-01,41035,supermarket,3965
2020-01,41037,supermarket,359
2020-01,41039,supermarket,20155
2020-01,41041,supermarket,3056
2020-01,41043,supermarket,9390
2020-01,41045,supermarket,1908
2020-01,41047,supermarket,22465
2020-01,41049,supermarket,415
2020-01,41051,supermarket,46635
2020-01,41053,supermarket,5978
2020-01,41055,supermarket,134
2020-01,41057,supermarket,1690
2020-01,41059,supermarket,2285
2020-01,41061,supermarket,938
2020-01,41063,supermarket,289
2020-01,41065,supermarket,1768
2020-01,41067,supermarket,35880
2020-01,41069,supermarket,82
2020-01,41071,supermarket,8893
2020-01,42001,supermarket,5342
2020-01,42003,supermarket,60146
2020-01,42005,supermarket,2758
2020-01,42007,supermarket,5483
2020-01,42009,supermarket,1947
2020-01,42011,supermarket,25998
2020-01,42013,supermarket,5975
2020-01,42015,supermarket,1829
2020-01,42017,supermarket,30980
2020-01,42019,supermarket,7063
2020-01,42021,supermarket,4948
2020-01,42023,supermarket,103
2020-01,42025,supermarket,3222
2020-01,42027,supermarket,4436
2020-01,42029,supermarket,24350
2020-01,42031,supermarket,1047
2020-01,42033,supermarket,2189
2020-01,42035,supermarket,1114
2020-01,42037,supermarket,3295
2020-01,42039,supermarket,2512
2020-01,42041,supermarket,12921
2020-01,42043,supermarket,14355
2020-01,42045,supermarket,31010
2020-01,42047,supermarket,856
2020-01,42049,supermarket,12022
2020-01,42051,supermarket,4720
2020-01,42053,supermarket,127
2020-01,42055,supermarket,7356
2020-01,42057,supermarket,743
2020-01,42059,supermarket,943
2020-01,42061,supermarket,1095
2020-01,42063,supermarket,2467
2020-01,42065,supermarket,1332
2020-01,42067,supermarket,632
2020-01,42069,supermarket,13493
2020-01,42071,supermarket,28953
2020-01,42073,supermarket,4026
2020-01,42075,supermarket,8651
2020-01,42077,supermarket,23141
2020-01,42079,supermarket,16862
2020-01,42081,supermarket,6015
2020-01,42083,supermarket,1129
2020-01,42085,supermarket,4482
2020-01,42087,supermarket,1448
2020-01,42089,supermarket,8358
2020-01,42091,supermarket,39022
2020-01,42093,supermarket,463
2020-01,42095,supermarket,20887
2020-01,42097,supermarket,4355
2020-01,42099,supermarket,2055
2020-01,42101,supermarket,96260
2020-01,42103,supermarket,3030
2020-01,42105,supermarket,546
2020-01,42107,supermarket,8181
2020-01,42109,supermarket,1966
2020-01,42111,supermarket,1768
2020-01,42113,supermarket,217
2020-01,42115,supermarket,1084
2020-01,42117,supermarket,1664
2020-01,42119,supermarket,1454
2020-01,42121,supermarket,1800
2020-01,42123,supermarket,1258
2020-01,42125,supermarket,9916
2020-01,42127,supermarket,1652
2020-01,42129,supermarket,14217
2020-01,42131,supermarket,845
2020-01,42133,supermarket,24835
2020-01,44001,supermarket,1923
2020-01,44003,supermarket,9859
2020-01,44005,supermarket,3352
2020-01,44007,supermarket,36233
2020-01,44009,supermarket,5668
2020-01,45001,supermarket,1932
2020-01,45003,supermarket,11969
2020-01,45005,supermarket,360
2020-01,45007,supermarket,16874
2020-01,45009,supermarket,732
2020-01,45011,supermarket,1385
2020-01,45013,supermarket,11937
2020-01,45015,supermarket,12943
2020-01,45017,supermarket,952
2020-01,45019,supermarket,23518
2020-01,45021,supermarket,4171
2020-01,45023,supermarket,1923
2020-01,45025,supermarket,2488
2020-01,45027,supermarket,2041
2020-01,45029,supermarket,2754
2020-01,45031,supermarket,5526
2020-01,45033,supermarket,1481
2020-01,45035,supermarket,10915
2020-01,45037,supermarket,1542
2020-01,45039,supermarket,854
2020-01,45041,supermarket,10967
2020-01,45043,supermarket,3426
2020-01,45045,supermarket,33176
2020-01,45047,supermarket,5952
2020-01,45049,supermarket,1286
2020-01,45051,supermarket,25186
2020-01,45053,supermarket,2069
2020-01,45055,supermarket,4737
2020-01,45057,supermarket,6382
2020-01,45059,supermarket,4872
2020-01,45061,supermarket,837
2020-01,45063,supermarket,25948
2020-01,45065,supermarket,498
2020-01,45067,supermarket,1913
2020-01,45069,supermarket,1400
2020-01,45071,supermarket,2289
2020-01,45073,supermarket,3663
2020-01,45075,supermarket,4570
2020-01,45077,supermarket,7539
2020-01,45079,supermarket,25510
2020-01,45081,supermarket,1148
2020-01,45083,supermarket,24634
2020-01,45085,supermarket,5974
2020-01,45087,supermarket,1052
2020-01,45089,supermarket,2350
2020-01,45091,supermarket,20206
2020-01,46003,supermarket,46
2020-01,46005,supermarket,634
2020-01,46007,supermarket,55
2020-01,46009,supermarket,235
2020-01,46011,supermarket,671
2020-01,46013,supermarket,1441
2020-01,46015,supermarket,211
2020-01,46017,supermarket,27
2020-01,46019,supermarket,314
2020-01,46021,supermarket,39
2020-01,46023,supermarket,232
2020-01,46025,supermarket,44
2020-01,46027,supermarket,294
2020-01,46029,supermarket,617
2020-01,46031,supermarket,24
2020-01,46033,supermarket,364
2020-01,46035,supermarket,480
2020-01,46037,supermarket,126
2020-01,46039,supermarket,121
2020-01,46041,supermarket,52
2020-01,46043,supermarket,96
2020-01,46045,supermarket,99
2020-01,46047,supermarket,234
2020-01,46049,supermarket,27
2020-01,46051,supermarket,316
2020-01,46053,supermarket,158
2020-01,46055,supermarket,43
2020-01,46057,supermarket,131
2020-01,46059,supermarket,51
2020-01,46061,supermarket,109
2020-01,46063,supermarket,16
2020-01,46065,supermarket,547
2020-01,46067,supermarket,138
2020-01,46069,supermarket,76
2020-01,46071,supermarket,27
2020-01,46073,supermarket,23
2020-01,46075,supermarket,46
2020-01,46077,supermarket,262
2020-01,46079,supermarket,331
2020-01,46081,supermarket,496
2020-01,46083,supermarket,2749
2020-01,46085,supermarket,118
2020-01,46087,supermarket,188
2020-01,46089,supermarket,29
2020-01,46091,supermarket,171
2020-01,46093,supermarket,979
2020-01,46095,supermarket,30
2020-01,46097,supermarket,71
2020-01,46099,supermarket,7949
2020-01,46101,supermarket,156
2020-01,46102,supermarket,137
2020-01,46103,supermarket,3574
2020-01,46105,supermarket,60
2020-01,46107,supermarket,89
2020-01,46109,supermarket,84
2020-01,46111,supermarket,58
2020-01,46115,supermarket,119
2020-01,46117,supermarket,89
2020-01,46119,supermarket,28
2020-01,46121,supermarket,172
2020-01,46123,supermarket,209
2020-01,46125,supermarket,358
2020-01,46127,supermarket,1049
2020-01,46129,supermarket,100
2020-01,46135,supermarket,913
2020-01,46137,supermarket,8
2020-01,47001,supermarket,5667
2020-01,47003,supermarket,4417
2020-01,47005,supermarket,632
2020-01,47007,supermarket,481
2020-01,47009,supermarket,12883
2020-01,47011,supermarket,6315
2020-01,47013,supermarket,1222
2020-01,47015,supermarket,1079
2020-01,47017,supermarket,1405
2020-01,47019,supermarket,4439
2020-01,47021,supermarket,2930
2020-01,47023,supermarket,772
2020-01,47025,supermarket,2077
2020-01,47027,supermarket,400
2020-01,47029,supermarket,1918
2020-01,47031,supermarket,3678
2020-01,47033,supermarket,818
2020-01,47035,supermarket,3374
2020-01,47037,supermarket,36655
2020-01,47039,supermarket,900
2020-01,47041,supermarket,1014
2020-01,47043,supermarket,4517
2020-01,47045,supermarket,2887
2020-01,47047,supermarket,2826
2020-01,47049,supermarket,598
2020-01,47051,supermarket,3342
2020-01,47053,supermarket,2605
2020-01,47055,supermarket,1274
2020-01,47057,supermarket,1788
2020-01,47059,supermarket,4830
2020-01,47061,supermarket,508
2020-01,47063,supermarket,4211
2020-01,47065,supermarket,17031
2020-01,47067,supermarket,203
2020-01,47069,supermarket,771
2020-01,47071,supermarket,1293
2020-01,47073,supermarket,3133
2020-01,47075,supermarket,709
2020-01,47077,supermarket,2254
2020-01,47079,supermarket,1906
2020-01,47081,supermarket,1557
2020-01,47083,supermarket,831
2020-01,47085,supermarket,1063
2020-01,47087,supermarket,637
2020-01,47089,supermarket,4295
2020-01,47091,supermarket,1359
2020-01,47093,supermarket,37994
2020-01,47095,supermarket,292
2020-01,47097,supermarket,1063
2020-01,47099,supermarket,2407
2020-01,47101,supermarket,748
2020-01,47103,supermarket,2345
2020-01,47105,supermarket,3785
2020-01,47107,supermarket,2687
2020-01,47109,supermarket,1426
2020-01,47111,supermarket,1292
2020-01,47113,supermarket,5034
2020-01,47115,supermarket,2111
2020-01,47117,supermarket,2497
2020-01,47119,supermarket,8134
2020-01,47121,supermarket,1001
2020-01,47123,supermarket,2389
2020-01,47125,supermarket,10340
2020-01,47127,supermarket,399
2020-01,47129,supermarket,1081
2020-01,47131,supermarket,1364
2020-01,47133,supermarket,1473
2020-01,47135,supermarket,596
2020-01,47137,supermarket,291
2020-01,47139,supermarket,836
2020-01,47141,supermarket,5472
2020-01,47143,supermarket,1643
2020-01,47145,supermarket,2674
2020-01,47147,supermarket,5576
2020-01,47149,supermarket,27267
2020-01,47151,supermarket,541
2020-01,47153,supermarket,533
2020-01,47155,supermarket,11366
2020-01,47157,supermarket,59971
2020-01,47159,supermarket,785
2020-01,47161,supermarket,673
2020-01,47163,supermarket,10949
2020-01,47165,supermarket,11787
2020-01,47167,supermarket,5564
2020-01,47169,supermarket,526
2020-01,47171,supermarket,1347
2020-01,47173,supermarket,1370
2020-01,47175,supermarket,280
2020-01,47177,supermarket,1411
2020-01,47179,supermarket,11057
2020-01,47181,supermarket,540
2020-01,47183,supermarket,1408
2020-01,47185,supermarket,1004
2020-01,47187,supermarket,17372
2020-01,47189,supermarket,11170
2020-01,48001,supermarket,3107
2020-01,48003,supermarket,1406
2020-01,48005,supermarket,4140
2020-01,48007,supermarket,2444
2020-01,48009,supermarket,475
2020-01,48011,supermarket,79
2020-01,48013,supermarket,5264
2020-01,48015,supermarket,2558
2020-01,48017,supermarket,442
2020-01,48019,supermarket,2050
2020-01,48021,supermarket,6637
2020-01,48023,supermarket,361
2020-01,48025,supermarket,1934
2020-01,48027,supermarket,27638
2020-01,48029,supermarket,154053
2020-01,48031,supermarket,1106
2020-01,48033,supermarket,35
2020-01,48035,supermarket,2338
2020-01,48037,supermarket,5138
2020-01,48039,supermarket,33803
2020-01,48041,supermarket,20203
2020-01,48043,supermarket,783
2020-01,48045,supermarket,55
2020-01,48047,supermarket,585
2020-01,48049,supermarket,2332
2020-01,48051,supermarket,1561
2020-01,48053,supermarket,4481
2020-01,48055,supermarket,3169
2020-01,48057,supermarket,1986
2020-01,48059,supermarket,776
2020-01,48061,supermarket,38107
2020-01,48063,supermarket,1013
2020-01,48065,supermarket,482
2020-01,48067,supermarket,1656
2020-01,48069,supermarket,349
2020-01,48071,supermarket,5038
2020-01,48073,supermarket,2231
2020-01,48075,supermarket,199
2020-01,48077,supermarket,781
2020-01,48079,supermarket,188
2020-01,48081,supermarket,222
2020-01,48083,supermarket,354
2020-01,48085,supermarket,76808
2020-01,48087,supermarket,91
2020-01,48089,supermarket,1796
2020-01,48091,supermarket,11641
2020-01,48093,supermarket,1010
2020-01,48095,supermarket,217
2020-01,48097,supermarket,2695
2020-01,48099,supermarket,5172
2020-01,48101,supermarket,66
2020-01,48103,supermarket,514
2020-01,48105,supermarket,344
2020-01,48107,supermarket,261
2020-01,48109,supermarket,150
2020-01,48111,supermarket,317
2020-01,48113,supermarket,163564
2020-01,48115,supermarket,530
2020-01,48117,supermarket,1100
2020-01,48119,supermarket,439
2020-01,48121,supermarket,62415
2020-01,48123,supermarket,1654
2020-01,48125,supermarket,140
2020-01,48127,supermarket,929
2020-01,48129,supermarket,240
2020-01,48131,supermarket,909
2020-01,48133,supermarket,1369
2020-01,48135,supermarket,13787
2020-01,48137,supermarket,47
2020-01,48139,supermarket,15270
2020-01,48141,supermarket,27557
2020-01,48143,supermarket,3004
2020-01,48145,supermarket,1540
2020-01,48147,supermarket,1662
2020-01,48149,supermarket,2262
2020-01,48151,supermarket,303
2020-01,48153,supermarket,409
2020-01,48155,supermarket,35
2020-01,48157,supermarket,63456
2020-01,48159,supermarket,1018
2020-01,48161,supermarket,1751
2020-01,48163,supermarket,1280
2020-01,48165,supermarket,1441
2020-01,48167,supermarket,30948
2020-01,48169,supermarket,353
2020-01,48171,supermarket,2263
2020-01,48173,supermarket,185
2020-01,48175,supermarket,694
2020-01,48177,supermarket,1900
2020-01,48179,supermarket,775
2020-01,48181,supermarket,8439
2020-01,48183,supermarket,8102
2020-01,48185,supermarket,2399
2020-01,48187,supermarket,12653
2020-01,48189,supermarket,1385
2020-01,48191,supermarket,140
2020-01,48193,supermarket,583
2020-01,48195,supermarket,474
2020-01,48197,supermarket,191
2020-01,48199,supermarket,2906
2020-01,48201,supermarket,401349
2020-01,48203,supermarket,4941
2020-01,48205,supermarket,300
2020-01,48207,supermarket,215
2020-01,48209,supermarket,15964
2020-01,48211,supermarket,465
2020-01,48213,supermarket,6107
2020-01,48215,supermarket,78365
2020-01,48217,supermarket,3192
2020-01,48219,supermarket,1755
2020-01,48221,supermarket,6882
2020-01,48223,supermarket,2570
2020-01,48225,supermarket,851
2020-01,48227,supermarket,2047
2020-01,48229,supermarket,69
2020-01,48231,supermarket,6152
2020-01,48233,supermarket,1096
2020-01,48235,supermarket,147
2020-01,48237,supermarket,685
2020-01,48239,supermarket,1831
2020-01,48241,supermarket,1881
2020-01,48243,supermarket,177
2020-01,48245,supermarket,15426
2020-01,48247,supermarket,494
2020-01,48249,supermarket,3214
2020-01,48251,supermarket,17926
2020-01,48253,supermarket,1028
2020-01,48255,supermarket,1407
2020-01,48257,supermarket,12152
2020-01,48259,supermarket,3502
2020-01,48261,supermarket,41
2020-01,48263,supermarket,53
2020-01,48265,supermarket,4176
2020-01,48267,supermarket,325
2020-01,48269,supermarket,12
2020-01,48271,supermarket,246
2020-01,48273,supermarket,2769
2020-01,48275,supermarket,269
2020-01,48277,supermarket,2713
2020-01,48279,supermarket,704
2020-01,48281,supermarket,1966
2020-01,48283,supermarket,655
2020-01,48285,supermarket,1623
2020-01,48287,supermarket,1341
2020-01,48289,supermarket,801
2020-01,48291,supermarket,8094
2020-01,48293,supermarket,1683
2020-01,48295,supermarket,233
2020-01,48297,supermarket,1518
2020-01,48299,supermarket,2230
2020-01,48301,supermarket,144
2020-01,48303,supermarket,19064
2020-01,48305,supermarket,292
2020-01,48307,supermarket,506
2020-01,48309,supermarket,21478
2020-01,48311,supermarket,161
2020-01,48313,supermarket,544
2020-01,48315,supermarket,749
2020-01,48317,supermarket,683
2020-01,48319,supermarket,612
2020-01,48321,supermarket,3329
2020-01,48323,supermarket,2174
2020-01,48325,supermarket,4557
2020-01,48327,supermarket,73
2020-01,48329,supermarket,13181
2020-01,48331,supermarket,1866
2020-01,48333,supermarket,321
2020-01,48335,supermarket,648
2020-01,48337,supermarket,943
2020-01,48339,supermarket,69323
2020-01,48341,supermarket,1097
2020-01,48343,supermarket,1560
2020-01,48345,supermarket,121
2020-01,48347,supermarket,2651
2020-01,48349,supermarket,4808
2020-01,48351,supermarket,637
2020-01,48353,supermarket,704
2020-01,48355,supermarket,30758
2020-01,48357,supermarket,1007
2020-01,48359,supermarket,124
2020-01,48361,supermarket,6836
2020-01,48363,supermarket,1277
2020-01,48365,supermarket,1504
2020-01,48367,supermarket,9226
2020-01,48369,supermarket,593
2020-01,48371,supermarket,900
2020-01,48373,supermarket,2674
2020-01,48375,supermarket,5299
2020-01,48377,supermarket,219
2020-01,48379,supermarket,374
2020-01,48381,supermarket,7586
2020-01,48383,supermarket,369
2020-01,48385,supermarket,200
2020-01,48387,supermarket,524
2020-01,48389,supermarket,1109
2020-01,48391,supermarket,812
2020-01,48393,supermarket,52
2020-01,48395,supermarket,1440
2020-01,48397,supermarket,8590
2020-01,48399,supermarket,602
2020-01,48401,supermarket,3273
2020-01,48403,supermarket,596
2020-01,48405,supermarket,389
2020-01,48407,supermarket,2983
2020-01,48409,supermarket,5919
2020-01,48411,supermarket,381
2020-01,48413,supermarket,192
2020-01,48415,supermarket,939
2020-01,48417,supermarket,321
2020-01,48419,supermarket,649
2020-01,48421,supermarket,72
2020-01,48423,supermarket,12972
2020-01,48425,supermarket,1627
2020-01,48427,supermarket,5635
2020-01,48429,supermarket,387
2020-01,48431,supermarket,144
2020-01,48433,supermarket,78
2020-01,48435,supermarket,398
2020-01,48437,supermarket,413
2020-01,48439,supermarket,149049
2020-01,48441,supermarket,10754
2020-01,48443,supermarket,46
2020-01,48445,supermarket,371
2020-01,48447,supermarket,109
2020-01,48449,supermarket,2225
2020-01,48451,supermarket,8828
2020-01,48453,supermarket,76560
2020-01,48455,supermarket,855
2020-01,48457,supermarket,844
2020-01,48459,supermarket,3567
2020-01,48461,supermarket,528
2020-01,48463,supermarket,1993
2020-01,48465,supermarket,2612
2020-01,48467,supermarket,4517
2020-01,48469,supermarket,7063
2020-01,48471,supermarket,3257
2020-01,48473,supermarket,5292
2020-01,48475,supermarket,1678
2020-01,48477,supermarket,2925
2020-01,48479,supermarket,24925
2020-01,48481,supermarket,4212
2020-01,48483,supermarket,284
2020-01,48485,supermarket,6353
2020-01,48487,supermarket,826
2020-01,48489,supermarket,1556
2020-01,48491,supermarket,41351
2020-01,48493,supermarket,5097
2020-01,48495,supermarket,973
2020-01,48497,supermarket,5059
2020-01,48499,supermarket,2782
2020-01,48501,supermarket,391
2020-01,48503,supermarket,1278
2020-01,48505,supermarket,1303
2020-01,48507,supermarket,688
2020-01,49001,supermarket,258
2020-01,49003,supermarket,2555
2020-01,49005,supermarket,5675
2020-01,49007,supermarket,1110
2020-01,49009,supermarket,28
2020-01,49011,supermarket,15330
2020-01,49013,supermarket,448
2020-01,49015,supermarket,413
2020-01,49017,supermarket,127
2020-01,49019,supermarket,337
2020-01,49021,supermarket,2297
2020-01,49023,supermarket,246
2020-01,49025,supermarket,327
2020-01,49027,supermarket,627
2020-01,49029,supermarket,462
2020-01,49031,supermarket,61
2020-01,49033,supermarket,73
2020-01,49035,supermarket,54349
2020-01,49037,supermarket,314
2020-01,49039,supermarket,740
2020-01,49041,supermarket,714
2020-01,49043,supermarket,2313
2020-01,49045,supermarket,2779
2020-01,49047,supermarket,974
2020-01,49049,supermarket,22271
2020-01,49051,supermarket,1336
2020-01,49053,supermarket,7420
2020-01,49055,supermarket,49
2020-01,49057,supermarket,9930
2020-01,50001,supermarket,1113
2020-01,50003,supermarket,1003
2020-01,50005,supermarket,1307
2020-01,50007,supermarket,6244
2020-01,50009,supermarket,136
2020-01,50011,supermarket,1639
2020-01,50013,supermarket,313
2020-01,50015,supermarket,1210
2020-01,50017,supermarket,801
2020-01,50019,supermarket,940
2020-01,50021,supermarket,2493
2020-01,50023,supermarket,1544
2020-01,50025,supermarket,1712
2020-01,50027,supermarket,1966
2020-01,51001,supermarket,1505
2020-01,51003,supermarket,6500
2020-01,51005,supermarket,540
2020-01,51007,supermarket,978
2020-01,51009,supermarket,1898
2020-01,51011,supermarket,853
2020-01,51013,supermarket,7468
2020-01,51015,supermarket,4175
2020-01,51017,supermarket,152
2020-01,51019,supermarket,6054
2020-01,51021,supermarket,254
2020-01,51023,supermarket,2690
2020-01,51025,supermarket,561
2020-01,51027,supermarket,451
2020-01,51029,supermarket,740
2020-01,51031,supermarket,4016
2020-01,51033,supermarket,1165
2020-01,51035,supermarket,978
2020-01,51036,supermarket,344
2020-01,51037,supermarket,398
2020-01,51041,supermarket,27044
2020-01,51043,supermarket,882
2020-01,51045,supermarket,294
2020-01,51047,supermarket,2311
2020-01,51049,supermarket,234
2020-01,51051,supermarket,458
2020-01,51053,supermarket,1930
2020-01,51057,supermarket,507
2020-01,51059,supermarket,46178
2020-01,51061,supermarket,3931
2020-01,51063,supermarket,1282
2020-01,51065,supermarket,1647
2020-01,51067,supermarket,2428
2020-01,51069,supermarket,3664
2020-01,51071,supermarket,976
2020-01,51073,supermarket,1610
2020-01,51075,supermarket,1715
2020-01,51077,supermarket,325
2020-01,51079,supermarket,749
2020-01,51081,supermarket,362
2020-01,51083,supermarket,1376
2020-01,51085,supermarket,9060
2020-01,51087,supermarket,23375
2020-01,51089,supermarket,2993
2020-01,51091,supermarket,39
2020-01,51093,supermarket,2169
2020-01,51095,supermarket,4335
2020-01,51097,supermarket,376
2020-01,51099,supermarket,1061
2020-01,51101,supermarket,1628
2020-01,51103,supermarket,353
2020-01,51105,supermarket,741
2020-01,51107,supermarket,23441
2020-01,51109,supermarket,2504
2020-01,51111,supermarket,572
2020-01,51113,supermarket,536
2020-01,51115,supermarket,393
2020-01,51117,supermarket,1676
2020-01,51119,supermarket,490
2020-01,51121,supermarket,5992
2020-01,51125,supermarket,1055
2020-01,51127,supermarket,2139
2020-01,51131,supermarket,439
2020-01,51133,supermarket,588
2020-01,51135,supermarket,591
2020-01,51137,supermarket,1688
2020-01,51139,supermarket,997
2020-01,51141,supermarket,1038
2020-01,51143,supermarket,3799
2020-01,51145,supermarket,1840
2020-01,51147,supermarket,426
2020-01,51149,supermarket,3098
2020-01,51153,supermarket,24630
2020-01,51155,supermarket,1165
2020-01,51157,supermarket,254
2020-01,51159,supermarket,468
2020-01,51161,supermarket,7572
2020-01,51163,supermarket,1056
2020-01,51165,supermarket,3843
2020-01,51167,supermarket,1383
2020-01,51169,supermarket,798
2020-01,51171,supermarket,2019
2020-01,51173,supermarket,1087
2020-01,51175,supermarket,1100
2020-01,51177,supermarket,8230
2020-01,51179,supermarket,8257
2020-01,51181,supermarket,308
2020-01,51183,supermarket,427
2020-01,51185,supermarket,1852
2020-01,51187,supermarket,2059
2020-01,51191,supermarket,2896
2020-01,51193,supermarket,883
2020-01,51195,supermarket,2294
2020-01,51197,supermarket,906
2020-01,51199,supermarket,3851
2020-01,51510,supermarket,5570
2020-01,51520,supermarket,999
2020-01,51530,supermarket,470
2020-01,51540,supermarket,2412
2020-01,51550,supermarket,13592
2020-01,51570,supermarket,827
2020-01,51580,supermarket,198
2020-01,51590,supermarket,2252
2020-01,51595,supermarket,230
2020-01,51600,supermarket,716
2020-01,51610,supermarket,375
2020-01,51620,supermarket,405
2020-01,51630,supermarket,1162
2020-01,51640,supermarket,180
2020-01,51650,supermarket,7398
2020-01,51660,supermarket,2001
2020-01,51670,supermarket,1839
2020-01,51678,supermarket,240
2020-01,51680,supermarket,4658
2020-01,51683,supermarket,2042
2020-01,51685,supermarket,824
2020-01,51690,supermarket,770
2020-01,51700,supermarket,10229
2020-01,51710,supermarket,12844
2020-01,51720,supermarket,186
2020-01,51730,supermarket,1447
2020-01,51735,supermarket,929
2020-01,51740,supermarket,5095
2020-01,51750,supermarket,877
2020-01,51760,supermarket,12845
2020-01,51770,supermarket,4570
2020-01,51775,supermarket,1637
2020-01,51790,supermarket,1315
2020-01,51800,supermarket,5622
2020-01,51810,supermarket,23779
2020-01,51820,supermarket,1227
2020-01,51830,supermarket,424
2020-01,51840,supermarket,929
2020-01,53001,supermarket,550
2020-01,53003,supermarket,1343
2020-01,53005,supermarket,9205
2020-01,53007,supermarket,4167
2020-01,53009,supermarket,2829
2020-01,53011,supermarket,36598
2020-01,53013,supermarket,280
2020-01,53015,supermarket,7494
2020-01,53017,supermarket,2098
2020-01,53019,supermarket,219
2020-01,53021,supermarket,3830
2020-01,53023,supermarket,85
2020-01,53025,supermarket,4973
2020-01,53027,supermarket,4845
2020-01,53029,supermarket,3959
2020-01,53031,supermarket,1502
